type,complexity,question,answer
temporal_single,single-hop,How many movies did Arthur Jasmine act in 1921?,"Arthur Jasmine appeared in 3 movie(s) in 1921:
1. Shadows of the West
2. The Fire Cat
3. Thunder Island"
temporal_single,single-hop,How many movies did Wesley Ruggles direct in 1938?,"Wesley Ruggles directed 2 movie(s) in 1938:
1. Sing, You Sinners
2. Sing, You Sinners"
temporal_single,single-hop,How many movies did Alfred E. Green direct in 1949?,"Alfred E. Green directed 1 movie(s) in 1949:
1. Cover Up"
temporal_single,single-hop,How many movies did Louis Fitzroy act in 1920?,"Louis Fitzroy appeared in 4 movie(s) in 1920:
1. The Devil's Riddle
2. Flames of the Flesh
3. Two Moons
4. A Beggar in Purple"
temporal_single,single-hop,How many movies did Tom Ricketts act in 1938?,"Tom Ricketts appeared in 1 movie(s) in 1938:
1. Young Fugitives"
temporal_single,single-hop,How many movies did William Pike act in 1924?,"William Pike appeared in 1 movie(s) in 1924:
1. Stranger of the North"
temporal_single,single-hop,How many movies did Fred Goodwins direct in 1921?,"Fred Goodwins directed 1 movie(s) in 1921:
1. Blood Money"
temporal_single,single-hop,How many movies did Hope Hampton act in 1961?,"Hope Hampton appeared in 1 movie(s) in 1961:
1. Hey, Let's Twist!"
temporal_single,single-hop,How many movies did Carmen Phillips act in 1921?,"Carmen Phillips appeared in 5 movie(s) in 1921:
1. All Souls' Eve
2. The Fire Eater
3. The Hope Diamond Mystery
4. The Hope Diamond Mystery
5. Too Much Married"
temporal_single,single-hop,How many movies did Clarence Geldert act in 1920?,"Clarence Geldert appeared in 11 movie(s) in 1920:
1. Always Audacious
2. Burglar Proof
3. Crooked Streets
4. The Fourteenth Man
5. Held by the Enemy
6. A Lady in Love
7. Sick Abed
8. Thou Art the Man
9. The Tree of Knowledge
10. Why Change Your Wife?
... and 1 more"
temporal_single,single-hop,How many movies did Roy Coulson act in 1921?,"Roy Coulson appeared in 2 movie(s) in 1921:
1. 'If Only' Jim
2. The Forgotten Woman"
temporal_single,single-hop,How many movies did John Francis Dillon direct in 1920?,"John Francis Dillon directed 3 movie(s) in 1920:
1. Blackbirds
2. The Right of Way
3. Suds"
temporal_single,single-hop,How many movies did Duke R. Lee act in 1925?,"Duke R. Lee appeared in 4 movie(s) in 1925:
1. The Call of Courage
2. Don Dare Devil
3. Flying Hoofs
4. The White Outlaw"
temporal_single,single-hop,How many movies did Hugo Döblin act in 1927?,"Hugo Döblin appeared in 7 movie(s) in 1927:
1. My Aunt, Your Aunt
2. The Strange Case of Captain Ramper
3. Die Vorbestraften
4. Die Lorelei
5. Ich war zu Heidelberg Student
6. Ihr letztes Liebesabenteuer
7. Richthofen, der rote Ritter der Luft"
temporal_single,single-hop,How many movies did Art Mix act in 1929?,"Art Mix appeared in 3 movie(s) in 1929:
1. West of the Rockies
2. Sagebrush Politics
3. Below the Border"
temporal_single,single-hop,How many movies did Wilhelm Schmidt act in 1921?,"Wilhelm Schmidt appeared in 3 movie(s) in 1921:
1. Kleider machen Leute
2. Die Schauspielerin des Kaisers
3. Die Spur im Dunkeln"
temporal_single,single-hop,How many movies did Jack Perrin act in 1936?,"Jack Perrin appeared in 4 movie(s) in 1936:
1. Desert Justice
2. Gun Grit
3. Hair-Trigger Casey
4. Wildcat Saunders"
temporal_single,single-hop,How many movies did Tom Mix act in 1932?,"Tom Mix appeared in 7 movie(s) in 1932:
1. Destry Rides Again
2. Flaming Guns
3. The Fourth Horseman
4. Hidden Gold
5. My Pal, the King
6. The Rider of Death Valley
7. The Texas Bad Man"
temporal_single,single-hop,How many movies did Gyula Szöreghy act in 1929?,"Gyula Szöreghy appeared in 1 movie(s) in 1929:
1. Das Geständnis der Drei"
temporal_single,single-hop,How many movies did Charles Brinley act in 1933?,"Charles Brinley appeared in 3 movie(s) in 1933:
1. Silent Men
2. Treason
3. The Fighting Code"
temporal_single,single-hop,How many movies did Léon Mathot act in 1923?,"Léon Mathot appeared in 3 movie(s) in 1923:
1. The Red Inn
2. The Faithful Heart
3. Midship"
temporal_single,single-hop,How many movies did Richard Oswald direct in 1942?,"Richard Oswald directed 3 movie(s) in 1942:
1. Isle of Missing Men
2. Isle of Missing Men
3. Isle of Missing Men"
temporal_single,single-hop,How many movies did Henry Kolker direct in 1931?,"Henry Kolker directed 3 movie(s) in 1931:
1. I Like Your Nerve
2. Indiscreet
3. The Spy"
temporal_single,single-hop,How many movies did Dio Huysmans act in 1920?,"Dio Huysmans appeared in 2 movie(s) in 1920:
1. Aan boord van de 'Sabina'
2. Geeft ons kracht"
temporal_single,single-hop,How many movies did Martin Zickel direct in 1920?,"Martin Zickel directed 3 movie(s) in 1920:
1. Die Beichte einer Toten
2. Eine Demimonde-Heirat
3. Die Prinzessin vom Nil"
temporal_single,single-hop,How many movies did Burton George direct in 1924?,"Burton George directed 3 movie(s) in 1924:
1. Straws in the Wind
2. Human Desires
3. Human Desires"
temporal_single,single-hop,How many movies did Anne Schaefer act in 1927?,"Anne Schaefer appeared in 3 movie(s) in 1927:
1. With Sitting Bull at the Spirit Lake Massacre
2. The Devil Dancer
3. Three Hours"
temporal_single,single-hop,How many movies did Sydney Seaward act in 1931?,"Sydney Seaward appeared in 1 movie(s) in 1931:
1. Contraband Love"
temporal_single,single-hop,How many movies did Reinhold Schünzel act in 1952?,"Reinhold Schünzel appeared in 2 movie(s) in 1952:
1. Washington Story
2. Wochenend im Paradies"
temporal_single,single-hop,How many movies did Iván Petrovich act in 1953?,"Iván Petrovich appeared in 2 movie(s) in 1953:
1. Einmal kehr' ich wieder
2. Man nennt es Liebe"
temporal_single,single-hop,How many movies did Josefine Dora act in 1934?,"Josefine Dora appeared in 1 movie(s) in 1934:
1. Ein Mädchen mit Prokura"
temporal_single,single-hop,How many movies did Tom Bates act in 1920?,"Tom Bates appeared in 5 movie(s) in 1920:
1. The Devil's Riddle
2. An Arabian Knight
3. Burglar Proof
4. Huckleberry Finn
5. The Invisible Divorce"
temporal_single,single-hop,How many movies did Ludwig Rex act in 1925?,"Ludwig Rex appeared in 4 movie(s) in 1925:
1. ...und es lockt ein Ruf aus sündiger Welt
2. Aschermittwoch
3. Die Beute
4. Die Großstadt der Zukunft"
temporal_single,single-hop,How many movies did J.M. Dumont act in 1920?,"J.M. Dumont appeared in 5 movie(s) in 1920:
1. Always Audacious
2. The City of Masks
3. Sweet Lavender
4. Thou Art the Man
5. Young Mrs. Winthrop"
temporal_single,single-hop,How many movies did Frank Beal direct in 1932?,"Frank Beal directed 1 movie(s) in 1932:
1. The Lost Special"
temporal_single,single-hop,How many movies did Mary Boland act in 1945?,"Mary Boland appeared in 1 movie(s) in 1945:
1. Forever Yours"
temporal_single,single-hop,How many movies did Robert T. Haines act in 1923?,"Robert T. Haines appeared in 2 movie(s) in 1923:
1. Does It Pay?
2. The Governor's Lady"
temporal_single,single-hop,How many movies did John S. Robertson direct in 1930?,"John S. Robertson directed 3 movie(s) in 1930:
1. Captain of the Guard
2. Madonna of the Streets
3. The Night Ride"
temporal_single,single-hop,How many movies did Adolfo Trouché act in 1924?,"Adolfo Trouché appeared in 2 movie(s) in 1924:
1. Messalina
2. Maremma"
temporal_single,single-hop,How many movies did Marie Doro act in 1920?,"Marie Doro appeared in 1 movie(s) in 1920:
1. The Mysterious Princess"
temporal_single,single-hop,How many movies did Hank Bell act in 1928?,"Hank Bell appeared in 1 movie(s) in 1928:
1. Saddle Mates"
temporal_single,single-hop,How many movies did Adolf Klein act in 1926?,"Adolf Klein appeared in 3 movie(s) in 1926:
1. Die tolle Herzogin
2. Wie einst im Mai
3. Das Lebenslied"
temporal_single,single-hop,How many movies did Arthur Bergen act in 1922?,"Arthur Bergen appeared in 3 movie(s) in 1922:
1. Lola Montez, die Tänzerin des Königs
2. Der Passagier in der Zwangsjacke
3. Die fünf Frankfurter"
temporal_single,single-hop,How many movies did Bruno Ziener act in 1927?,"Bruno Ziener appeared in 4 movie(s) in 1927:
1. Kinderseelen klagen euch an
2. Der Sohn der Hagar
3. Der Herr Generaldirektor
4. Bismarck 1862-1898"
temporal_single,single-hop,How many movies did Edmund Burns act in 1922?,"Edmund Burns appeared in 7 movie(s) in 1922:
1. East Is West
2. The Green Temptation
3. The Lavender Bath Lady
4. Lights of the Desert
5. The Ruling Passion
6. The Woman's Side
7. The Dangerous Age"
temporal_single,single-hop,How many movies did Maurice Tourneur direct in 1942?,"Maurice Tourneur directed 1 movie(s) in 1942:
1. Miss Bonaparte"
temporal_single,single-hop,How many movies did J. Stuart Blackton direct in 1923?,"J. Stuart Blackton directed 2 movie(s) in 1923:
1. On the Banks of the Wabash
2. The Virgin Queen"
temporal_single,single-hop,How many movies did Mahlon Hamilton act in 1921?,"Mahlon Hamilton appeared in 6 movie(s) in 1921:
1. Greater Than Love
2. I Am Guilty
3. Ladies Must Live
4. That Girl Montana
5. The Truant Husband
6. Under the Lash"
temporal_single,single-hop,How many movies did Jean Cadell act in 1937?,"Jean Cadell appeared in 1 movie(s) in 1937:
1. A Night of Terror"
temporal_single,single-hop,How many movies did Gino-Lelio Comelli act in 1920?,"Gino-Lelio Comelli appeared in 1 movie(s) in 1920:
1. In terra sarda"
temporal_single,single-hop,How many movies did Dustin Farnum act in 1924?,"Dustin Farnum appeared in 1 movie(s) in 1924:
1. My Man"
temporal_single,single-hop,How many movies did Kenelm Foss direct in 1924?,"Kenelm Foss directed 2 movie(s) in 1924:
1. Edmund Kean: Prince Among Lovers
2. Les ombres qui passent"
temporal_single,single-hop,How many movies did George Irving direct in 1924?,"George Irving directed 4 movie(s) in 1924:
1. Floodgates
2. The Man Who Fights Alone
3. North of 36
4. Wanderer of the Wasteland"
temporal_single,single-hop,How many movies did Constance Binney act in 1920?,"Constance Binney appeared in 4 movie(s) in 1920:
1. 39 East
2. Something Different
3. The Stolen Kiss
4. The Stolen Kiss"
temporal_single,single-hop,How many movies did Russell Simpson act in 1945?,"Russell Simpson appeared in 1 movie(s) in 1945:
1. Along Came Jones"
temporal_single,single-hop,How many movies did Ruth Fuller Golden act in 1920?,"Ruth Fuller Golden appeared in 3 movie(s) in 1920:
1. Pegeen
2. Blue Streak McCoy
3. Human Stuff"
temporal_single,single-hop,How many movies did William Farnum act in 1934?,"William Farnum appeared in 5 movie(s) in 1934:
1. Are We Civilized?
2. The Brand of Hate
3. Happy Landing
4. The Scarlet Letter
5. The Silver Streak"
temporal_single,single-hop,How many movies did Noble Johnson act in 1929?,"Noble Johnson appeared in 4 movie(s) in 1929:
1. The Four Feathers
2. Black Waters
3. The Mysterious Dr. Fu Manchu
4. Redskin"
temporal_single,single-hop,How many movies did Elvira Ortiz act in 1920?,"Elvira Ortiz appeared in 1 movie(s) in 1920:
1. Hasta después de la muerte"
temporal_single,single-hop,How many movies did Hanni Weisse act in 1930?,"Hanni Weisse appeared in 1 movie(s) in 1930:
1. Ehestreik"
temporal_single,single-hop,How many movies did Jack Mulhall act in 1946?,"Jack Mulhall appeared in 1 movie(s) in 1946:
1. North of the Border"
temporal_single,single-hop,How many movies did Harry Dunkinson act in 1928?,"Harry Dunkinson appeared in 1 movie(s) in 1928:
1. Sporting Goods"
temporal_single,single-hop,How many movies did Wilhelm Diegelmann act in 1922?,"Wilhelm Diegelmann appeared in 24 movie(s) in 1922:
1. Bardame
2. Lumpaci the Vagabond
3. The Count of Charolais
4. Lola Montez, die Tänzerin des Königs
5. Bigamie
6. Der politische Teppich
7. The Lady and the Hobo
8. Herzog Ferrantes Ende
9. Schminke
10. Die Schuhe einer schönen Frau
... and 14 more"
temporal_single,single-hop,How many movies did George Bunny act in 1931?,"George Bunny appeared in 1 movie(s) in 1931:
1. Wild Horse"
temporal_single,single-hop,How many movies did Ray C. Smallwood direct in 1921?,"Ray C. Smallwood directed 1 movie(s) in 1921:
1. Camille"
temporal_single,single-hop,How many movies did Harry von Meter act in 1924?,"Harry von Meter appeared in 3 movie(s) in 1924:
1. The Breathless Moment
2. Great Diamond Mystery
3. Sagebrush Gospel"
temporal_single,single-hop,How many movies did Thomas N. Heffron direct in 1923?,"Thomas N. Heffron directed 1 movie(s) in 1923:
1. A Wife's Romance"
temporal_single,single-hop,How many movies did Louis J. Gasnier direct in 1922?,"Louis J. Gasnier directed 3 movie(s) in 1922:
1. The Call of Home
2. Rich Men's Wives
3. Thorns and Orange Blossoms"
temporal_single,single-hop,How many movies did Harry Beaumont direct in 1928?,"Harry Beaumont directed 2 movie(s) in 1928:
1. Forbidden Hours
2. Our Dancing Daughters"
temporal_single,single-hop,How many movies did Olga Engl act in 1925?,"Olga Engl appeared in 7 movie(s) in 1925:
1. Das goldene Kalb
2. Der Schrei nach Glück
3. Nick, der König der Chauffeure
4. Die Frau ohne Geld
5. Frauen, die man oft nicht grüßt
6. Die Kleine aus der Konfektion
7. Die Zirkusprinzessin"
temporal_single,single-hop,How many movies did Billie Bennett act in 1927?,"Billie Bennett appeared in 3 movie(s) in 1927:
1. Marriage
2. The Sonora Kid
3. The Slaver"
temporal_single,single-hop,How many movies did Angelo Gallina act in 1920?,"Angelo Gallina appeared in 4 movie(s) in 1920:
1. The Mysterious Princess
2. Il Fauno di marmo
3. Amleto e il suo clown
4. La principessa Zoe"
temporal_single,single-hop,How many movies did Richard Stanton direct in 1920?,"Richard Stanton directed 3 movie(s) in 1920:
1. Bride 13
2. The Face at Your Window
3. Sink or Swim"
temporal_single,single-hop,How many movies did Frederick Vroom act in 1921?,"Frederick Vroom appeared in 4 movie(s) in 1921:
1. The Faith Healer
2. The Heart Line
3. The Millionaire
4. White and Unmarried"
temporal_single,single-hop,How many movies did Reginald Barker direct in 1929?,"Reginald Barker directed 5 movie(s) in 1929:
1. The Great Divide
2. The Mississippi Gambler
3. New Orleans
4. The Rainbow
5. Seven Keys to Baldpate"
temporal_single,single-hop,How many movies did Vesta Sylva act in 1920?,"Vesta Sylva appeared in 1 movie(s) in 1920:
1. A Son of David"
temporal_single,single-hop,How many movies did Bob Steele act in 2019?,"Bob Steele appeared in 1 movie(s) in 2019:
1. The Quick and Dirty"
temporal_single,single-hop,How many movies did Henry Otto direct in 1924?,"Henry Otto directed 2 movie(s) in 1924:
1. Dante's Inferno
2. Folly of Vanity"
temporal_single,single-hop,How many movies did George Pauncefort act in 1922?,"George Pauncefort appeared in 2 movie(s) in 1922:
1. Free Air
2. That Woman"
temporal_single,single-hop,How many movies did Si Jenks act in 1934?,"Si Jenks appeared in 4 movie(s) in 1934:
1. Charlie Chan's Courage
2. Sixteen Fathoms Deep
3. Rawhide Romance
4. Paradise Valley"
temporal_single,single-hop,How many movies did Bäby Becker act in 1923?,"Bäby Becker appeared in 1 movie(s) in 1923:
1. A 3 pofon"
temporal_single,single-hop,How many movies did Georg John act in 1932?,"Georg John appeared in 2 movie(s) in 1932:
1. F.P.1 Doesn't Answer
2. Death Over Shanghai"
temporal_single,single-hop,How many movies did Henri Pouctal direct in 1922?,"Henri Pouctal directed 2 movie(s) in 1922:
1. Le crime du Bouif
2. La Résurrection du Bouif"
temporal_single,single-hop,How many movies did Cecil M. Hepworth direct in 1924?,"Cecil M. Hepworth directed 1 movie(s) in 1924:
1. The World of Wonderful Reality"
temporal_single,single-hop,How many movies did Ralph Allen direct in 1920?,"Ralph Allen directed 3 movie(s) in 1920:
1. Como el perro del hortelano
2. Lolo
3. Por teléfono"
temporal_single,single-hop,How many movies did Sam Wood direct in 1946?,"Sam Wood directed 1 movie(s) in 1946:
1. Heartbeat"
temporal_single,single-hop,How many movies did Erminia Zago act in 1921?,"Erminia Zago appeared in 2 movie(s) in 1921:
1. La rivincita di Maciste
2. Maciste salvato dalle acque"
temporal_single,single-hop,How many movies did Frits Bouwmeester act in 1920?,"Frits Bouwmeester appeared in 2 movie(s) in 1920:
1. Aan boord van de 'Sabina'
2. Schakels"
temporal_single,single-hop,How many movies did Eugene Pallette act in 1934?,"Eugene Pallette appeared in 7 movie(s) in 1934:
1. Caravan
2. Cross Country Cruise
3. The Dragon Murder Case
4. Friends of Mr. Sweeney
5. I've Got Your Number
6. One Exciting Adventure
7. Strictly Dynamite"
temporal_single,single-hop,How many movies did Hans Werckmeister direct in 1923?,"Hans Werckmeister directed 2 movie(s) in 1923:
1. Die Affäre der Baronesse Orlowska
2. Die Affäre der Baronesse Orlowska"
temporal_single,single-hop,How many movies did Reinhold Pasch act in 1938?,"Reinhold Pasch appeared in 1 movie(s) in 1938:
1. The Mountain Calls"
temporal_single,single-hop,How many movies did Percy Standing act in 1923?,"Percy Standing appeared in 2 movie(s) in 1923:
1. The Harbour Lights
2. Fires of Fate"
temporal_single,single-hop,How many movies did Bernhard Goetzke act in 1933?,"Bernhard Goetzke appeared in 4 movie(s) in 1933:
1. Polizeiakte 909
2. Le cas du docteur Brenner
3. K 1 greift ein
4. Schüsse an der Grenze"
temporal_single,single-hop,How many movies did Henriette Bonard act in 1922?,"Henriette Bonard appeared in 1 movie(s) in 1922:
1. Il mistero di Bernardo Brown"
temporal_single,single-hop,How many movies did Clifford Smith direct in 1926?,"Clifford Smith directed 14 movie(s) in 1926:
1. The Scrappin' Kid
2. Arizona Sweepstakes
3. The Demon
4. The Desert's Toll
5. The Fighting Peacemaker
6. The Man in the Saddle
7. The Phantom Bullet
8. The Riding Rascal
9. Rustlers' Ranch
10. The Set-Up
... and 4 more"
temporal_single,single-hop,How many movies did Elisabeth Wilke act in 1920?,"Elisabeth Wilke appeared in 3 movie(s) in 1920:
1. Die Legende von der heiligen Simplicia
2. Die Geisterbraut
3. Der Leidensweg des Hainar Rönelund"
temporal_single,single-hop,How many movies did Franklyn Barrett direct in 1920?,"Franklyn Barrett directed 2 movie(s) in 1920:
1. The Breaking of the Drought
2. The Breaking of the Drought"
temporal_single,single-hop,How many movies did Christy Cabanne direct in 1924?,"Christy Cabanne directed 7 movie(s) in 1924:
1. The Average Woman
2. Is Love Everything?
3. Is Love Everything?
4. Lend Me Your Husband
5. The Sixth Commandment
6. The Spitfire
7. Youth for Sale"
temporal_single,single-hop,How many movies did George Pallu direct in 1938?,"George Pallu directed 2 movie(s) in 1938:
1. Ceux de demain
2. Coeur de gosse"
temporal_single,single-hop,How many movies did James Carew act in 1923?,"James Carew appeared in 4 movie(s) in 1923:
1. Mist in the Valley
2. Comin' Thro' the Rye
3. Strangling Threads
4. The Naked Man"
temporal_single,single-hop,How many movies did Ilka Grüning act in 1923?,"Ilka Grüning appeared in 12 movie(s) in 1923:
1. Nora
2. Tiefland
3. Die Fledermaus
4. Der Menschenfeind
5. The Treasure
6. Der rote Reiter
7. Das schöne Mädel
8. Friedrich Schiller - Eine Dichterjugend
9. Daisy. Das Abenteuer einer Lady
10. Freund Ripp
... and 2 more"
temporal_single,single-hop,How many movies did Fanny Midgley act in 1930?,"Fanny Midgley appeared in 1 movie(s) in 1930:
1. The Poor Millionaire"
temporal_single,single-hop,How many movies did David Smith direct in 2014?,"David Smith directed 1 movie(s) in 2014:
1. Tempus Fugit"
temporal_single,single-hop,How many movies did Erik A. Petschler act in 1926?,"Erik A. Petschler appeared in 1 movie(s) in 1926:
1. Bröllopet i Bränna"
temporal_single,single-hop,How many movies did Lambert Hillyer direct in 1949?,"Lambert Hillyer directed 6 movie(s) in 1949:
1. Gun Law Justice
2. Gun Runner
3. Haunted Trails
4. Range Land
5. Riders of the Dusk
6. Trails End"
temporal_single,single-hop,How many movies did Hans Lanser-Ludolff act in 2013?,"Hans Lanser-Ludolff appeared in 1 movie(s) in 2013:
1. Nosferatu: Del Rey & The Sun Kings"
temporal_single,single-hop,How many movies did John Cook act in 1921?,"John Cook appeared in 2 movie(s) in 1921:
1. Bare Knuckles
2. Jackie"
temporal_single,single-hop,How many movies did Pat Hartigan act in 1922?,"Pat Hartigan appeared in 3 movie(s) in 1922:
1. Channing of the Northwest
2. Down to the Sea in Ships
3. My Old Kentucky Home"
temporal_single,single-hop,How many movies did Robert Wiene direct in 1931?,"Robert Wiene directed 3 movie(s) in 1931:
1. Panic in Chicago
2. Eight Days of Happiness
3. Nuits de Venise"
temporal_single,single-hop,How many movies did Gustaf Molander direct in 1935?,"Gustaf Molander directed 4 movie(s) in 1935:
1. Swedenhielms
2. Under falsk flagg
3. The Bachelor Father
4. The Bachelor Father"
temporal_single,single-hop,How many movies did Agnes Ayres act in 1920?,"Agnes Ayres appeared in 5 movie(s) in 1920:
1. A Modern Salome
2. The Furnace
3. Go and Get It
4. Held by the Enemy
5. The Inner Voice"
temporal_single,single-hop,How many movies did Langhorn Burton act in 1921?,"Langhorn Burton appeared in 3 movie(s) in 1921:
1. Appearances
2. The Bonnie Brier Bush
3. Moth and Rust"
temporal_single,single-hop,How many movies did Max Maximilian act in 1925?,"Max Maximilian appeared in 1 movie(s) in 1925:
1. Die Großstadt der Zukunft"
temporal_single,single-hop,How many movies did Joseph De Grasse direct in 1926?,"Joseph De Grasse directed 1 movie(s) in 1926:
1. The Hidden Way"
temporal_single,single-hop,How many movies did Horace Lisle Lucoque direct in 1921?,"Horace Lisle Lucoque directed 1 movie(s) in 1921:
1. Where the Rainbow Ends"
temporal_single,single-hop,How many movies did Scott Sidney direct in 1927?,"Scott Sidney directed 2 movie(s) in 1927:
1. The Wrong Mr. Wright
2. No Control"
temporal_single,single-hop,How many movies did Wedgwood Nowell act in 1923?,"Wedgwood Nowell appeared in 4 movie(s) in 1923:
1. Don't Marry for Money
2. Jealous Husbands
3. A Wife's Romance
4. The West~Bound Limited"
temporal_single,single-hop,How many movies did Lyn Harding act in 1939?,"Lyn Harding appeared in 2 movie(s) in 1939:
1. Goodbye, Mr. Chips
2. The Missing People"
temporal_single,single-hop,How many movies did George Melford direct in 1926?,"George Melford directed 4 movie(s) in 1926:
1. The Flame of the Yukon
2. Going Crooked
3. Rocking Moon
4. Whispering Smith"
temporal_single,single-hop,How many movies did Maurice Elvey direct in 1926?,"Maurice Elvey directed 2 movie(s) in 1926:
1. The Woman Tempted
2. The Woman Tempted"
temporal_single,single-hop,How many movies did Al Bridge act in 1948?,"Al Bridge appeared in 3 movie(s) in 1948:
1. Silver River
2. Unfaithfully Yours
3. Quick on the Trigger"
temporal_single,single-hop,How many movies did Perry N. Vekroff direct in 1921?,"Perry N. Vekroff directed 2 movie(s) in 1921:
1. The Child Thou Gavest Me
2. The Secret Four"
temporal_single,single-hop,How many movies did Rudolf Biebrach act in 1922?,"Rudolf Biebrach appeared in 4 movie(s) in 1922:
1. Schatten der Vergangenheit
2. Schatten der Vergangenheit
3. Schuld und Sühne
4. Schuld und Sühne"
temporal_single,single-hop,How many movies did Reginald Denny act in 1947?,"Reginald Denny appeared in 5 movie(s) in 1947:
1. Christmas Eve
2. Escape Me Never
3. The Macomber Affair
4. My Favorite Brunette
5. The Secret Life of Walter Mitty"
temporal_single,single-hop,How many movies did Paul Wegener act in 1934?,"Paul Wegener appeared in 2 movie(s) in 1934:
1. A Man Wants to Get to Germany
2. The Girl Friend of a Big Man"
temporal_single,single-hop,How many movies did René Maupré act in 1921?,"René Maupré appeared in 3 movie(s) in 1921:
1. Theodora
2. Le porion
3. Notturno tragico"
temporal_single,single-hop,How many movies did Giulio Dogliotti act in 1921?,"Giulio Dogliotti appeared in 2 movie(s) in 1921:
1. La rivincita di Maciste
2. La modella di Tiziano"
temporal_single,single-hop,How many movies did Charles C. Coleman direct in 1936?,"Charles C. Coleman directed 3 movie(s) in 1936:
1. Dodge City Trail
2. Code of the Range
3. Legion of Terror"
temporal_single,single-hop,How many movies did A. Edward Sutherland act in 1932?,"A. Edward Sutherland appeared in 3 movie(s) in 1932:
1. Mr. Robinson Crusoe
2. Secrets of the French Police
3. Sky Devils"
temporal_single,single-hop,How many movies did Sidney Mason act in 1922?,"Sidney Mason appeared in 1 movie(s) in 1922:
1. Orphan Sally"
temporal_single,single-hop,How many movies did Siegfried Philippi direct in 1932?,"Siegfried Philippi directed 1 movie(s) in 1932:
1. Tante Gusti kommandiert"
temporal_single,single-hop,How many movies did Winifred Kingston act in 1959?,"Winifred Kingston appeared in 1 movie(s) in 1959:
1. The Boy and the Bridge"
temporal_single,single-hop,How many movies did William Karfiol direct in 1921?,"William Karfiol directed 13 movie(s) in 1921:
1. Entgleist
2. Entgleist
3. Das Eheparadies
4. Heinrich, wo ist die Hose
5. Krümelchen geht jagen
6. Krümelchen in der Sommerfrische
7. Madame Incognito
8. Mäuschen
9. Sie - was Sie denken, ist nicht
10. Die Talentprobe
... and 3 more"
temporal_single,single-hop,How many movies did Sylvia Jocelyn act in 1920?,"Sylvia Jocelyn appeared in 3 movie(s) in 1920:
1. All of a Sudden Peggy
2. 3 Gold Coins
3. Passion's Playground"
temporal_single,single-hop,How many movies did Blanche Sweet act in 1921?,"Blanche Sweet appeared in 1 movie(s) in 1921:
1. That Girl Montana"
temporal_single,single-hop,How many movies did Paul Scardon direct in 1943?,"Paul Scardon directed 1 movie(s) in 1943:
1. The Man from the Rio Grande"
temporal_single,single-hop,How many movies did Madge Stuart act in 1924?,"Madge Stuart appeared in 2 movie(s) in 1924:
1. Women and Diamonds
2. Um eine Million"
temporal_single,single-hop,How many movies did Ferdinand von Alten act in 1923?,"Ferdinand von Alten appeared in 5 movie(s) in 1923:
1. Warning Shadows
2. The Flame
3. Der Kaufmann von Venedig
4. Der rote Reiter
5. Der Geldteufel"
temporal_single,single-hop,How many movies did F.W. Murnau direct in 1927?,"F.W. Murnau directed 1 movie(s) in 1927:
1. Sunrise"
temporal_single,single-hop,How many movies did Carl Froelich direct in 1938?,"Carl Froelich directed 6 movie(s) in 1938:
1. Magda
2. Magda
3. Die Umwege des schönen Karl
4. Die Umwege des schönen Karl
5. The Four Companions
6. Das Leben kann so schön sein"
temporal_single,single-hop,How many movies did Colin Campbell direct in 1978?,"Colin Campbell directed 2 movie(s) in 1978:
1. Modern Love
2. Modern Love"
temporal_single,single-hop,How many movies did Béla Balogh direct in 1923?,"Béla Balogh directed 4 movie(s) in 1923:
1. Fehér galambok fekete városban
2. Fehér galambok fekete városban
3. Fehér galambok fekete városban
4. A milliárdos pásztorleány"
temporal_single,single-hop,How many movies did Jacques Jaccard direct in 1936?,"Jacques Jaccard directed 3 movie(s) in 1936:
1. Desert Guns
2. Rio Grande Ranger
3. Senor Jim"
temporal_single,single-hop,How many movies did Agustín Carrillo de Albornoz act in 1923?,"Agustín Carrillo de Albornoz appeared in 1 movie(s) in 1923:
1. La gran noticia"
temporal_single,single-hop,How many movies did Raymond Fabre act in 1920?,"Raymond Fabre appeared in 1 movie(s) in 1920:
1. Travail"
temporal_single,single-hop,How many movies did William T. Carleton act in 1920?,"William T. Carleton appeared in 3 movie(s) in 1920:
1. His Temporary Wife
2. Human Collateral
3. Sinners"
temporal_single,single-hop,How many movies did W.S. Van Dyke direct in 1933?,"W.S. Van Dyke directed 5 movie(s) in 1933:
1. Eskimo
2. Eskimo
3. Penthouse
4. The Prizefighter and the Lady
5. The Prizefighter and the Lady"
temporal_single,single-hop,How many movies did Margot Drake act in 1920?,"Margot Drake appeared in 2 movie(s) in 1920:
1. A Bachelor Husband
2. The Breed of the Treshams"
temporal_single,single-hop,How many movies did Otto Gebühr act in 1947?,"Otto Gebühr appeared in 1 movie(s) in 1947:
1. And the Heaven Above us"
temporal_single,single-hop,How many movies did Jay Morley act in 1923?,"Jay Morley appeared in 2 movie(s) in 1923:
1. Crimson Gold
2. Out of Luck"
temporal_single,single-hop,How many movies did Ida May Park direct in 1926?,"Ida May Park directed 1 movie(s) in 1926:
1. The Hidden Way"
temporal_single,single-hop,How many movies did Herbert Kiper act in 1951?,"Herbert Kiper appeared in 1 movie(s) in 1951:
1. Modell Bianka"
temporal_single,single-hop,How many movies did Will Machin act in 1920?,"Will Machin appeared in 2 movie(s) in 1920:
1. The Corsican Brothers
2. The Man Who Had Everything"
